,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,3,1508.4018747252564,89.98338546465448,1547.6479688807801,188.0,1528.0249218030183,138.99169273232724
0,4,1508.5025763653246,89.95242713956588,1547.6401422159777,188.0,1528.0713592906511,138.97621356978294
0,5,1509.654377111018,89.21656911645742,1548.6959155396096,187.26344591863608,1529.1751463253138,138.24000751754676
0,6,1510.4756695940534,91.12249750035149,1547.8785662213513,184.87135182798227,1529.1771179077023,137.99692466416687
0,7,1509.806083816317,91.09317786066808,1547.0619662094955,184.0481459281791,1528.4340250129062,137.5706618944236
0,8,1509.5643417191093,89.67939733433926,1547.4715214479825,183.79508428295395,1528.5179315835458,136.73724080864662
0,9,1510.5345883938362,88.49132036082906,1548.6015894979407,183.0487797774491,1529.5680889458886,135.77005006913907
0,10,1511.3830443219263,88.73958265723174,1549.1896056837859,182.80363676770781,1530.286325002856,135.77160971246977
0,11,1511.7581314485878,87.49320112703303,1549.9965817022687,182.74279418744254,1530.8773565754282,135.1179976572378
0,12,1512.6810693148896,85.70745175626826,1550.8200416373388,180.73679207102094,1531.7505554761142,133.2221219136446
0,13,1513.4565375689094,89.06344520684408,1549.9991483505146,179.33844601661758,1531.727842959712,134.20094561173084
0,14,1513.6400185152042,90.36390144188451,1549.7470883589774,178.85218758926925,1531.693553437091,134.60804451557686
0,15,1513.9328409886368,90.15536025157834,1549.4031387920195,176.67609724228362,1531.667989890328,133.415728746931
0,16,1513.9727790455631,90.07423521977567,1549.316848010572,175.91352798534678,1531.6448135280675,132.99388160256123
0,17,1513.7178762875,89.36847195248768,1549.534205373655,175.67126669706516,1531.6260408305775,132.51986932477644
0,18,1512.6526512125333,87.77091071093872,1549.2317485029303,174.94612262498902,1530.9421998577318,131.35851666796387
0,19,1510.7405454165232,87.17941143393938,1547.9616742911198,174.0421571297711,1529.3511098538215,130.61078428185525
0,20,1508.9099128151747,87.63334986553679,1546.5893067885906,173.07068131167227,1527.7496098018828,130.35201558860453
0,21,1504.6460709749072,87.14581195173201,1544.3078141059007,173.4129773787239,1524.4769425404038,130.27939466522795
0,22,1502.6385651137791,86.97268446438048,1543.9296523285366,173.56438738603592,1523.2841087211577,130.2685359252082
0,23,1506.8395544728999,86.253549786857,1548.1608833117207,172.32264263044556,1527.5002188923104,129.28809620865127
0,24,1509.035850188252,85.99197828404138,1550.5240879444136,171.88025264356065,1529.7799690663328,128.936115463801
0,25,1508.4101952833212,85.90464994897448,1550.2056334458616,171.0764532865673,1529.3079143645914,128.4905516177709
0,26,1504.0600282231587,85.88296846615026,1547.5377744820487,171.46673351413693,1525.7989013526037,128.6748509901436
0,27,1514.3624629832839,81.90993581979573,1553.829119165722,159.7136462345627,1534.0957910745028,120.81179102717923
0,28,1518.2255782524724,80.39178254218749,1556.4296907234848,155.9021948668406,1537.3276344879787,118.14698870451404
0,29,1519.5092063618208,79.6347182199856,1557.0548020056224,153.84337531610248,1538.2820041837217,116.73904676804403
0,31,1519.2477267227282,74.55182522326237,1560.803361653847,157.75799989538257,1540.0255441882878,116.15491255932247
0,32,1520.8387794977216,75.1032065767696,1561.1344168789076,156.21366303165053,1540.9865981883145,115.65843480421006
0,33,1522.116645338318,78.02988016784772,1560.5027427895798,155.67697454260957,1541.3096940639489,116.85342735522865
0,34,1522.5931057540422,79.16949511334775,1560.1805261871223,155.53119206583912,1541.3868159705821,117.35034358959344
0,35,1521.7235541149332,79.6015590499915,1559.7097227757033,156.853908316714,1540.7166384453183,118.22773368335275
0,36,1524.0351881925762,79.77043977623674,1561.5014211743032,156.04130055250857,1542.7683046834397,117.90587016437266
0,37,1524.4270911431713,76.51130630210042,1563.2718985461047,156.43428416707144,1543.849494844638,116.47279523458593
0,38,1525.4872047973956,75.97617788719813,1563.626787666559,154.634566500668,1544.5569962319773,115.30537219393307
0,39,1525.9850683687957,74.471910831256,1564.2571898182116,153.96447141571295,1545.1211290935037,114.21819112348447
0,40,1526.216966274839,73.93009905843212,1564.3959592087713,153.73783549483005,1545.3064627418053,113.83396727663109
0,41,1526.7911217456676,74.40943528664548,1564.56273443207,153.0205651662918,1545.6769280888689,113.71500022646863
0,42,1525.7794878356892,71.30078086554339,1565.1295013034598,152.77777841479497,1545.4544945695745,112.03927964016918
0,43,1521.3877404600494,70.16686505638975,1562.15538743359,151.39793588320595,1541.7715639468197,110.78240046979785
0,44,1519.0344657038838,67.7897717605464,1561.601468036997,149.57542215855625,1540.3179668704404,108.68259695955132
0,45,1516.7073607143118,66.92241104219394,1560.8520816158632,148.91241057609085,1538.7797211650875,107.9174108091424
0,46,1515.8185571382812,66.63120921348504,1561.2343993528257,148.6918419830451,1538.5264782455533,107.66152559826506
0,47,1515.5623075456347,65.70621886042665,1561.0751719319528,147.94168582443683,1538.3187397387937,106.82395234243174
0,55,1535.2034385476743,56.090787692175,1578.1555725077537,134.31257648562985,1556.679505527714,95.20168208890243
0,56,1537.8304545845185,55.00075106628096,1578.847582914268,129.45523806498366,1558.3390187493933,92.22799456563232
0,57,1538.2111094691868,54.65415061634629,1579.5175296635675,128.6143524045368,1558.8643195663772,91.63425151044154
0,58,1538.3014993127883,54.55926163362292,1580.4042718372696,129.03178802684636,1559.352885575029,91.79552483023464
0,59,1537.3474879117098,53.89205466442472,1580.964729921245,129.90800725354666,1559.1561089164775,91.9000309589857
0,60,1535.2686585714707,51.02706751005398,1582.821910310203,133.58625330967556,1559.045284440837,92.30666040986478
0,61,1535.9108589443692,51.25870058000253,1583.9980818383244,134.3235581900103,1559.9544703913468,92.79112938500641
0,62,1536.737533413974,50.758418943886234,1585.7704061744237,134.64545524563238,1561.2539697941988,92.7019370947593
0,63,1537.4665057220548,48.64154868736677,1587.9359024137934,134.78119895920176,1562.7012040679242,91.71137382328426
0,64,1537.7387448656973,48.51179220790193,1588.0640954543899,134.1920462121632,1562.9014201600435,91.35191921003256
0,65,1538.882593478245,47.1966501013446,1590.2686611246675,134.62843980993358,1564.5756273014563,90.91254495563909
0,66,1540.7425247607482,48.67825016504224,1590.925509990417,133.49975012039565,1565.8340173755826,91.08900014271894
0,67,1541.8476849984268,47.319719213792354,1592.0271288686386,131.74513481562377,1566.9374069335327,89.53242701470806
0,68,1542.748833577165,46.17771588730439,1593.8641848723862,131.10174217622307,1568.3065092247757,88.63972903176372
0,69,1544.960254051954,47.7485381519291,1594.5882606897899,129.55945883519797,1569.774257370872,88.65399849356353
