,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,3,1801.0667637717595,177.1947026842274,1866.9645277310628,342.89047974012203,1834.0156457514113,260.0425912121747
0,4,1801.0861121816124,176.92574032936878,1867.0057845369597,342.67836148499816,1834.045948359286,259.80205090718346
0,5,1803.5254540750561,176.8698465887442,1869.0064244424077,341.20325573070704,1836.265939258732,259.0365511597256
0,6,1804.2435993535787,174.71108974894437,1871.9120771029434,343.64467414001547,1838.077838228261,259.1778819444799
0,7,1805.153012934511,173.2939771866587,1874.267514043957,344.51102207285567,1839.710263489234,258.9024996297572
0,8,1805.9417133521586,172.8140062095863,1875.9407095278902,344.15390210765565,1840.9412114400243,258.483954158621
0,9,1806.476982122978,172.0001402629642,1877.5659123462194,344.02340989094364,1842.0214472345988,258.01177507695394
0,10,1806.3819346119058,171.7338460853004,1878.3640842056338,343.9786729457146,1842.3730094087698,257.85625951550753
0,11,1806.812032634781,172.33849380059118,1879.4414733537956,344.635440671874,1843.1267529942884,258.4869672362326
0,12,1807.6676212936,171.77985430607367,1880.539173091135,344.65111508098784,1844.1033971923675,258.21548469353075
0,13,1812.4804631590966,172.61952212614707,1883.8425974026352,340.21211264337785,1848.161530280866,256.4158173847625
0,14,1813.5149412523033,172.7589596502715,1884.7978514965046,338.52994904599973,1849.1563963744038,255.6444543481356
0,15,1814.0397933079998,172.81268974379415,1886.2593405700077,339.9744852509849,1850.1495669390038,256.39358749738955
0,16,1814.0962545998152,172.84225546744244,1886.8515475867027,340.5226811204917,1850.473901093259,256.6824682939671
0,17,1814.4367370236712,171.53770752637058,1888.646125356986,342.07089607232206,1851.5414311903287,256.8043017993463
0,18,1817.3421770767816,171.71610275935825,1891.0747846612412,342.00115665712724,1854.2084808690115,256.85862970824274
0,19,1818.603639419327,171.40894559814564,1892.4399349231937,341.9333954846096,1855.5217871712603,256.6711705413776
