,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,3,861.8090174310912,390.06517071105134,985.0769338245691,593.0488780332885,923.4429756278302,491.5570243721699
0,4,861.753647029774,390.1876272415384,984.9180052975338,593.1407204311538,923.3358261636539,491.6641738363461
0,5,854.380557880953,392.39929736857715,985.6524482752649,610.1169761096384,920.0165030781089,501.2581367391077
0,6,844.5975206619117,395.1944255013134,982.1950191937921,626.1038610929165,913.3962699278519,510.64914329711496
0,7,839.5419664225795,398.20321736811917,979.7594805294543,635.8501532088139,909.650723476017,517.0266852884665
0,8,839.3249918270178,403.28403945615673,977.3393688503614,638.5602700644695,908.3321803386896,520.9221547603131
0,9,836.7201828806094,408.49917499829206,971.8538180635844,639.8441162649307,904.2870004720969,524.1716456316113
0,10,836.0925423050672,410.3595888838296,969.666548171674,639.9987878199807,902.8795452383706,525.1791883519052
0,11,833.5111982899035,411.61636463622443,968.0748611366133,644.4802449270142,900.7930297132584,528.0483047816193
0,12,829.3316340832467,413.98363616144337,963.5979642440861,647.9504819279168,896.4647991636664,530.9670590446801
0,13,820.3879984281972,416.10963507810595,952.2732948896362,649.7122637026372,886.3306466589167,532.9109493903716
0,14,817.9026969408814,417.4821927187045,947.2742254805365,650.1707333193074,882.5884612107089,533.8264630190059
0,15,815.7044182229542,417.90852318789086,944.28000751658,652.1403002248387,879.9922128697672,535.0244117063648
0,16,815.326804565515,417.9910055567055,942.9574569667376,653.3919648409678,879.1421307661262,535.6914851988366
0,17,814.5437824061996,417.9462148459492,940.7258023417882,653.7169287287002,877.6347923739938,535.8315717873247
0,18,812.2238327673822,421.1545562701515,942.1474403505722,668.1953382652994,877.1856365589772,544.6749472677254
0,19,809.8698247840769,422.9686880641256,939.7629269066945,674.1907766157656,874.8163758453857,548.5797323399456
0,20,806.7964149289797,422.9552671841983,936.0051656184568,676.9999609965467,871.4007902737183,549.9776140903725
0,21,807.9519248335413,422.23235083522314,928.5039075926225,657.7142404663686,868.2279162130819,539.9732956507959
0,22,808.466453236236,421.83927928582875,925.8655843045706,649.8092908862182,867.1660187704033,535.8242850860235
0,23,808.3179536771594,425.0134595671609,922.0697409453014,643.5333319935826,865.1938473112305,534.2733957803717
0,24,804.8634568652134,431.5473621973073,923.6307101487185,658.7804902964027,864.247083506966,545.163926246855
0,25,800.4182300297224,439.1198363992712,918.9180488671061,664.867919782155,859.6681394484142,551.9938780907131
0,26,794.8111872695105,442.59991696438533,915.2487793272699,671.1010753007465,855.0299832983901,556.8504961325659
0,27,789.8405847923236,445.789371743645,910.9899804055752,675.3246517557552,850.4152825989495,560.5570117497001
0,28,788.026130961793,446.8886234914835,909.5310017763737,676.810346802077,848.7785663690834,561.8494851467802
0,29,785.1387558769048,449.1771387256484,907.4515179353825,680.5569538195869,846.2951369061436,564.8670462726176
0,30,780.883403422718,451.92228048203657,902.1331427226726,681.2059756101262,841.5082730726953,566.5641280460814
0,31,777.8420878458663,454.1801243769456,897.8033421897835,680.6638537194923,837.822715017825,567.421989048219
0,32,774.0915541040771,455.5879850836711,893.0495979448234,679.0220192613301,833.5705760244502,567.3050021725006
0,33,771.9561405343845,456.0120289336289,888.9246548732381,672.9869055358847,830.4403977038113,564.4994672347568
0,34,770.9289012889467,456.0594025902414,887.905339939267,670.6411711446253,829.4171206141068,563.3502868674334
0,35,767.7899533801761,455.3296320008204,885.1712957289265,668.408268014989,826.4806245545512,561.8689500079047
0,36,760.7255945880316,457.6571795584756,883.6091035337392,680.9174172638885,822.1673490608855,569.2872984111821
0,37,756.683110384818,461.09022961272484,879.3829929321029,683.5306501132733,818.0330516584604,572.310439862999
0,38,749.6295800918897,463.000757396218,885.5140742383517,710.2310812139679,817.5718271651207,586.6159193050929
