,Frame,xmin,ymin,xmax,ymax,xmid,ymid
0,23,1765.0701711154563,614.559110706254,1833.8116074720353,778.4408892937458,1799.4408892937458,696.5
0,24,1762.2534753661394,617.3589295995317,1831.028665434797,781.0363028102863,1796.6410704004682,699.1976162049091
0,25,1761.0406840696292,618.7623134278416,1829.4346890746874,781.5325076490525,1795.2376865721583,700.147410538447
0,43,1728.4336412901318,683.8730995267359,1797.610652244215,844.8268840086394,1763.0221467671736,764.3499917676877
0,44,1727.8921640762733,689.1235478720712,1794.2794441884987,839.9545494727574,1761.0858041323859,764.5390486724143
0,45,1726.045060835623,692.2360775829178,1792.1543770741891,840.7983697781423,1759.0997189549062,766.51722368053
0,46,1725.2805663769286,693.2388255347569,1791.6071624250826,841.0232647319397,1758.4438644010056,767.1310451333483
0,47,1724.3273706244036,694.1419990871447,1789.5327057309119,838.3327705124913,1756.9300381776577,766.237384799818
0,48,1723.3278876824731,694.9984975338157,1786.8612375414334,833.8527056118689,1755.0945626119533,764.4256015728423
0,49,1722.6829084569906,697.2140163602872,1784.2730860574995,828.7314284942576,1753.477997257245,762.9727224272724
0,50,1721.4528348667732,702.0107004711672,1780.370626291921,824.083375945831,1750.911730579347,763.0470382084991
0,51,1719.0427279643243,706.3718359125337,1777.6402118106182,823.8233728817039,1748.3414698874712,765.0976043971189
0,52,1717.7677184049332,707.7620943792726,1777.281400324931,823.7587096395059,1747.524559364932,765.7604020093893
0,53,1714.973032660904,710.8823107773323,1775.5224424584603,826.5010304362463,1745.2477375596823,768.6916706067893
0,54,1712.4300767535449,717.3325818273876,1773.1672535620974,830.222506962312,1742.7986651578212,773.7775443948498
0,55,1706.07078053193,720.9115376683658,1771.0815040690247,839.78156820763,1738.5761423004774,780.3465529379979
0,56,1700.7685723296822,726.0949624183156,1770.1532901529204,851.7440052336541,1735.4609312413013,788.9194838259848
0,57,1698.420582035577,731.2095148331927,1767.0215091427553,853.592363376178,1732.7210455891661,792.4009391046853
0,58,1697.3816670121648,733.0000629957616,1766.1883513308512,854.1389607615271,1731.7850091715081,793.5695118786443
0,59,1695.7276747882438,735.5250286205901,1764.6544494435593,854.9059840776018,1730.1910621159016,795.2155063490959
0,60,1691.2707268106371,736.9894678650809,1763.4253991412304,860.4339472879204,1727.3480629759338,798.7117075765007
0,61,1686.4577924722932,739.4190454801969,1761.0043453637718,865.0264267097484,1723.7310689180326,802.2227360949727
0,62,1682.1208455469464,740.8803163446897,1759.4671481081218,869.3006857480646,1720.793996827534,805.0905010463771
0,63,1679.315140403318,743.2914535629391,1758.2397720210713,872.7864583039285,1718.7774562121947,808.0389559334337
0,64,1677.7154694639003,744.1011512900877,1757.826619099211,874.0034251929115,1717.7710442815555,809.0522882414996
0,65,1675.391581370622,746.7885222062993,1755.6516659767237,876.931423616726,1715.5216236736728,811.8599729115126
